name,fname,lname,email,phone,position,address,city,country,linkedin,activity
Saloua Aafif,Saloua,Aafif,,,Engineer,,,Morocco,,"Technology | Space Tech | Software Services | Networking & Infrastructure | Media, Marketing & Advertising Tech | Cyber security"
Salma Khouia,Salma,Khouia,,,Engineer,,,Morocco,,Technology | Smart Cities | Networking & Infrastructure | Internet of Things (IOT) | HealthTech | Big Data & Analytics
Imane Boukhris,Imane,Boukhris,,,Engineer,,,Morocco,,"Incubator/Accelerator/Investment | Technology | Software Services | Smart Manufacturing | Quantum & High Performance Computing | Networking & Infrastructure | Media, Marketing & Advertising Tech | Ecommerce | Digital Finance | Big Data & Analytics | Artificial Intelligence"
Imane El Qasemy,Imane,El Qasemy,,,engineer,,,Morocco,,Technology | Software Services | Smart Cities
Amine El Yacoubi,Amine,El Yacoubi,,,Engineer,,,Morocco,,Technology | Software Services | AR/VR/MR & Gaming
Aziz Faqir,Aziz,Faqir,,,Engineer,,,Morocco,,Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities
Imane Boudchich,Imane,Boudchich,,,Engineer,,,Morocco,,Space Tech | Smart Manufacturing | Energy Tech | Big Data & Analytics | 5G & Telecommunications
Hafid Lamrani Alaoui,Hafid,Lamrani Alaoui,,,Engineer,,,Morocco,,Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Quantum & High Performance Computing
El Mamoun Chafki,El,Mamoun Chafki,,,Engineer,,,Morocco,,Technology | Software Services | Big Data & Analytics
Salma ESSALIHI,Salma,ESSALIHI,,,engineer,,,Morocco,,Technology | Software Services | Smart Cities
Khaoula Laanait,Khaoula,Laanait,,,Engineer Student,,,Morocco,,Technology | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Networking & Infrastructure | HealthTech | Gaming | Energy Tech | Data Centres | Cyber security | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence
Salma Habli,Salma,Habli,,,Engineer,,,Morocco,,"Technology | Space Tech | Software Services | Smart Cities | Networking & Infrastructure | Mobile Accessories & Peripherals | Media, Marketing & Advertising Tech | Future Mobility & Transportation | Education Tech | Data Centres | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications"
Talha Oumnia,Talha,Oumnia,,,Engineer,,,Morocco,,Job Title: engineer | Industry: Technology | Company Type: Technology Company | Country: Morocco | Company: ensa | Partial match - Role Compatibility: Similar role category: engineer ↔ Engineer
Nadir Boukrioui,Nadir,Boukrioui,,,Software Engineer,,,Morocco,,"Technology | Sustainability & Green Climate - Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Future Mobility & Transportation | Energy Tech | Education Tech | Data Centres | Creative Economy"
Marwa BOUALAM,Marwa,BOUALAM,,,Engineer,,,Morocco,,Technology | Cyber security | Big Data & Analytics | Artificial Intelligence
Abir Ratbaoui,Abir,Ratbaoui,,,Industrial engineer,,,Morocco,,Software Services | Artificial Intelligence | AgriTech & FoodTech
Malika BOUGAR,Malika,BOUGAR,,,software engineer,,,Morocco,,Technology | Internet of Things (IOT) | Cloud Services
Fatima Zahra Moumni,Fatima,Zahra Moumni,,,Software engineer,,,Morocco,,Technology | Networking & Infrastructure | Artificial Intelligence
Oumaima lahmidy,Oumaima,lahmidy,,,INDUSTRIAL ENGINEER,,,Morocco,,AR/VR/MR & Gaming | Future Mobility & Transportation | Ecommerce
Assia Sadour,Assia,Sadour,,,Engineer,,,Morocco,,Job Title: engineer | Industry: Technology | Company Type: Technology Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: engineer ↔ Engineer
Fatima idamer,Fatima,idamer,,,Engineer,,,Morocco,,Technology | Smart Manufacturing | Smart Cities
Zaki Yasmina,Zaki,Yasmina,,,Network engineer,,,Morocco,,Technology | Space Tech | Software Services | Networking & Infrastructure | Cyber security | Cloud Services | Artificial Intelligence | 5G & Telecommunications
Mustapha Ait Mbarek,Mustapha,Ait Mbarek,,,AI engineer,,,Morocco,,Software Services | Artificial Intelligence | AgriTech & FoodTech
Oussama Ghrisse,Oussama,Ghrisse,,,Engineer,,,Morocco,,Technology | Space Tech | Cyber security
Douae Berdei,Douae,Berdei,,,Supply Chain Engineer,,,Morocco,,Software Services | Artificial Intelligence | AgriTech & FoodTech
Tasnim TOUIL,Tasnim,TOUIL,,,Artificiel Intelligence Engineer,,,Morocco,,Technology | Big Data & Analytics | Artificial Intelligence
Mariam Aitbella,Mariam,Aitbella,,,Engineer,,,Morocco,,Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology
Mohamed Amine Araich,Mohamed,Amine Araich,,,ENGINEER,,,Morocco,,Job Title: engineer | Industry: Technology | Company Type: Technology Company | Country: Morocco | Partial match - Role Compatibility: Similar role category: engineer ↔ ENGINEER
Rania Sorkah,Rania,Sorkah,,,Engineer,,,Morocco,,Smart Manufacturing | Smart Cities | Networking & Infrastructure | Internet of Things (IOT)
Manar Ouarda,Manar,Ouarda,,,Engineer,,,Morocco,,Technology | Software Services | Networking & Infrastructure
Loubna Lakhmisti,Loubna,Lakhmisti,,,Engineer,,,Morocco,,Technology | Space Tech | Smart Manufacturing
Fatimazahrae SAAD,Fatimazahrae,SAAD,,,Engineer,,,Morocco,,Sustainability & Green Climate - Tech | Smart Cities | Regulatory Technology
Douae Babia,Douae,Babia,,,Engineer,,,Morocco,,Technology | Sustainability & Green Climate - Tech | Software Services | Smart Cities | Networking & Infrastructure
Romaissae Merzak,Romaissae,Merzak,,,Software Engineer,,,Morocco,,Technology | Smart Cities | Data Centres | Big Data & Analytics
Mouaad Essaghir,Mouaad,Essaghir,,,Future Engineer,,,Morocco,,Technology | Software Services | Networking & Infrastructure | Data Centres | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence
Sara BELKACEM,Sara,BELKACEM,,,software engineer,,,Morocco,,Future Mobility & Transportation | Energy Tech | Cyber security | Creative Economy | AgriTech & FoodTech
Salwa Harbouli,Salwa,Harbouli,,,IT Engineer,,,Morocco,,Technology | Space Tech | Smart Manufacturing
Younes El bouhali,Younes,El bouhali,,,Software Engineer,,,Morocco,,Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Space Tech | Software Services | Smart Manufacturing
Salaheddine El Ouarssi,Salaheddine,El Ouarssi,,,Software Engineer,,,Morocco,,"Technology | Software Services | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Big Data & Analytics | Artificial Intelligence"
Douae rohand,Douae,rohand,,,Software engineer,,,Morocco,,Technology | Space Tech | Software Services
Merouane Ayach,Merouane,Ayach,,,Data Engineer,,,Morocco,,Incubator/Accelerator/Investment | Technology | Software Services
Oussama Maataoui,Oussama,Maataoui,,,IT Engineer,,,Morocco,,Technology | Space Tech | Software Services
Yasser Gsir,Yasser,Gsir,,,Cybersecurity Engineer,,,Morocco,https://www.linkedin.com/in/yasser-gsir-85a3a2377?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,Software Services | Artificial Intelligence | AgriTech & FoodTech
Meryem Khayati,Meryem,Khayati,,,Full Stack developer,,,Morocco,,Creative Economy | Blockchain | Big Data & Analytics
Ikram AREJDAL,Ikram,AREJDAL,,,Software engineer,,,Morocco,https://www.linkedin.com/in/ikram-arejdal-456693335,Technology | Space Tech | Software Services | AR/VR/MR & Gaming | Internet of Things (IOT) | HealthTech | Gaming | Blockchain | Artificial Intelligence
Najat OUDAODOHMOU,Najat,OUDAODOHMOU,,,Data engineer,,,Morocco,,Smart Cities | Retail Tech | Regulatory Technology
Sanaa Tagourramt,Sanaa,Tagourramt,,,Cybersecurity Engineer,,,Morocco,,Technology | Smart Manufacturing | Smart Cities
Nizar Fikhane,Nizar,Fikhane,,,Software Engineer Student,,,Morocco,,Technology | Space Tech | Software Services | Networking & Infrastructure
Lhoussaine Arssekal,Lhoussaine,Arssekal,,,Software Engineer Student,,,Morocco,,Technology | Software Services | Networking & Infrastructure | Data Centres | Artificial Intelligence
Hrizi ilyas,Hrizi,ilyas,,,Information System Engineer,,,Morocco,,Technology | Space Tech | Software Services
Sara Berrada,Sara,Berrada,,,Computer science Engineer,,,Morocco,,Technology | Space Tech | Software Services
Safia Ait Hammoud,Safia,Ait Hammoud,,,Software Engineer Student,,,Morocco,,Technology | HealthTech | Energy Tech | Data Centres
Hiba Khalidi,Hiba,Khalidi,,,Data Scientist,,,Morocco,,Technology | Software Services | Smart Manufacturing
Bouaziz Sara,Bouaziz,Sara,,,Software engineer,,,Morocco,,Technology | Software Services | Artificial Intelligence
Abdelouajid Moussaid,Abdelouajid,Moussaid,,,Software developer,,,Morocco,,Technology | Software Services | Internet of Things (IOT) | Gaming
Leila Elkilany,Leila,Elkilany,,,Software engineer,,,Morocco,,Software Services | Artificial Intelligence | AgriTech & FoodTech
Mouad Bakhta,Mouad,Bakhta,,,Software engineer,,,Morocco,,Incubator/Accelerator/Investment | Technology | Space Tech | Software Services | Networking & Infrastructure | Internet of Things (IOT) | Cloud Services | Blockchain
Karima Ait ahmid,Karima,Ait ahmid,,,Software Engineer,,,Morocco,,Technology | Space Tech | Software Services
Yousra Ibarki,Yousra,Ibarki,,,Software Engineer,,,Morocco,,Technology | Space Tech | Software Services | Smart Manufacturing | Retail Tech
Zakariya Sahid,Zakariya,Sahid,,,Software engineer,,,Morocco,,"Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Cities | Retail Tech | Quantum & High Performance Computing | Networking & Infrastructure | Mobile Accessories & Peripherals | Media, Marketing & Advertising Tech | HealthTech | Gaming | Future Mobility & Transportation | Data Centres"
Zineb hadafi,Zineb,hadafi,,,Software Engineer,,,Morocco,,Technology | Space Tech | Software Services | Ecommerce | Digital Finance
Marouane EDDAHRAOUI,Marouane,EDDAHRAOUI,,,software engineer,,,Morocco,,Technology | Space Tech | Software Services
Fatima Zahra Zaissi,Fatima,Zahra Zaissi,,,Software engineer,,,Morocco,,Technology | Space Tech | Software Services
Hicham ALTIT,Hicham,ALTIT,,,Software engineer,,,Morocco,,Technology | Space Tech | Software Services
Anass El Inani,Anass,El Inani,,,Software Engineer,,,Morocco,,Technology | Space Tech | Software Services
Oussama Akhatar,Oussama,Akhatar,,,Software Engineer,,,Morocco,,Technology | Space Tech | Software Services
Zakaria guellouch,Zakaria,guellouch,,,software engineer,,,Morocco,,"Technology | Space Tech | Software Services | Media, Marketing & Advertising Tech | HealthTech"
Mariam Salem,Mariam,Salem,,,Software engineer,,,Morocco,,Technology | Space Tech | Software Services
Soulaimane DAHI,Soulaimane,DAHI,,,Software engineer,,,Morocco,,Incubator/Accelerator/Investment | Technology | Space Tech | Software Services
Azzeddine Fejri,Azzeddine,Fejri,,,software engineer,,,Morocco,,Technology | Space Tech | Software Services | Smart Manufacturing | Smart Cities | PropTech | HealthTech | Energy Tech | Education Tech | Ecommerce | Digital Finance | Cyber security | Cloud Services | Blockchain | Artificial Intelligence | 5G & Telecommunications
Hicham Merghad,Hicham,Merghad,,,Software Engineer,,,Morocco,,Technology | Software Services | Networking & Infrastructure | Data Centres | Cyber security
Hajjaji Ahmed Yassine,Hajjaji,Ahmed Yassine,,,Software Engineer,,,Morocco,,Technology | Space Tech | Software Services | Networking & Infrastructure
Aymane Derrouich,Aymane,Derrouich,,,Software Engineer,,,Morocco,,Technology | Software Services | Networking & Infrastructure
Oussama Benrkia,Oussama,Benrkia,,,Software Engineer,,,Morocco,,"Technology | Space Tech | Software Services | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 3D Printing & Printing Services"
Ilyass Sedik,Ilyass,Sedik,,,Software engineer,,,Morocco,,"Incubator/Accelerator/Investment | Unmanned Aerial Vehicles | Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | Retail Tech | Regulatory Technology | Quantum & High Performance Computing | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Digital Finance | Data Centres | Cyber security | Creative Economy | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Imane El Jaouhary,Imane,El Jaouhary,,,Software engineer,,,Morocco,,"Technology | Software Services | Networking & Infrastructure | Media, Marketing & Advertising Tech | HealthTech | Big Data & Analytics | Artificial Intelligence"
Omar EL ATMANI,Omar,EL ATMANI,,,Software Engineer,,,Morocco,,Technology | Space Tech | Software Services | Ecommerce | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence
Youssef Zainane,Youssef,Zainane,,,Software Engineer,,,Morocco,,Technology | Software Services | Networking & Infrastructure
Doha Bouchikhi,Doha,Bouchikhi,,,Software Engineer,,,Morocco,,Technology | Space Tech | Software Services
Youssef Sadiqui,Youssef,Sadiqui,,,Software Engineer,,,Morocco,,"Technology | Space Tech | Software Services | Smart Cities | PropTech | Mobile Accessories & Peripherals | AR/VR/MR & Gaming | Media, Marketing & Advertising Tech | Internet of Things (IOT) | HealthTech | Gaming | Future Mobility & Transportation | Energy Tech | Education Tech | Ecommerce | Data Centres | Cyber security | Consumer Tech, Smart Home & Smart Workplace | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | AgriTech & FoodTech | 5G & Telecommunications | 3D Printing & Printing Services"
Youssef sadiqui,Youssef,sadiqui,,,future software engineer,,,Morocco,,Technology | Sustainability & Green Climate - Tech | Space Tech | Software Services | Smart Manufacturing | Smart Cities | PropTech | Networking & Infrastructure | Mobile Accessories & Peripherals | Internet of Things (IOT) | HealthTech | Gaming | Education Tech | Data Centres | Cyber security | Cloud Services | Big Data & Analytics | Artificial Intelligence
Aya EL HADEF,Aya,EL HADEF,,,Software engineer,,,Morocco,,Technology | Space Tech | Software Services | Networking & Infrastructure
Imane Bouali,Imane,Bouali,,,Junior Software engineer,,,Morocco,,Technology | Software Services | Smart Manufacturing | Networking & Infrastructure | Internet of Things (IOT) | Education Tech | Cyber security | Cloud Services | Blockchain | Big Data & Analytics | Artificial Intelligence | 5G & Telecommunications | 3D Printing & Printing Services
Ibtissam Kerissene,Ibtissam,Kerissene,,,Junior software engineer,,,Morocco,,Technology | Software Services | Internet of Things (IOT) | Education Tech | Cyber security | Big Data & Analytics | Artificial Intelligence
Khalil Ait Sidi Ham,Khalil,Ait Sidi Ham,,,Software engineer,,,Morocco,,Technology | Software Services | Cyber security
Hajar AIT ABDERRHMANE,Hajar,AIT ABDERRHMANE,,,Software enginner,,,Morocco,,Technology | Software Services | Internet of Things (IOT) | HealthTech | Gaming | Cloud Services | Big Data & Analytics | Artificial Intelligence
